BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
TQBR,2023-03-10,Лензолото,LNZL,3175.0,135677760.0,16410.0,16410.0,17460.0,16700.0,16880.0,16700.0,8037.0,16880.0,16880.0,,135677760.0,135677760.0,,0.0,3
TQBR,2023-03-10,Лензол. ап,LNZLP,13568.0,290300820.0,2820.0,2770.0,3005.0,2890.0,2910.0,2890.0,99841.0,2910.0,2910.0,,290300820.0,290300820.0,,0.0,3
TQBR,2023-03-10,ЛЭСК ао,LPSB,272.0,1503830.0,12.1,11.85,12.25,12.25,12.05,12.25,124800.0,12.05,12.05,,1503830.0,1503830.0,,0.0,3
TQTF,2023-03-10,LQDT ETF,LQDT,19961.0,367928645.94,1.2205,1.2204,1.2206,1.2205,1.2206,1.2206,301444456.0,1.2205,1.2205,,252578839.93,252578839.93,,331816067.55,3
SMAL,2023-03-10,РСетиЛЭ,LSNG,1.0,22.18,11.09,11.09,11.09,,11.3,11.09,2.0,,,,0.0,0.0,,0.0,3
TQBR,2023-03-10,РСетиЛЭ,LSNG,1030.0,15409005.0,11.45,11.21,11.46,11.27,11.3,11.27,1363300.0,11.3,11.3,,15409005.0,15409005.0,,0.0,3
TQBR,2023-03-10,РСетиЛЭ-п,LSNGP,1065.0,15477127.0,136.95,135.85,137.5,136.95,136.8,136.95,113130.0,136.8,136.8,,15477127.0,15477127.0,,0.0,3
TQBR,2023-03-10,ЛСР ао,LSRG,10388.0,156122133.6,496.0,491.8,509.0,501.4,502.4,501.4,310764.0,502.4,502.4,,156122133.6,156122133.6,,0.0,3
TQBR,2023-03-10,Левенгук,LVHK,8218.0,73682741.0,15.67,15.31,18.54,16.85,17.39,16.85,4236500.0,17.39,17.39,,73682741.0,73682741.0,,0.0,3
TQBR,2023-03-10,МагадЭн ао,MAGE,400.0,1885916.0,5.65,5.28,5.65,5.36,5.39,5.39,350000.0,5.39,5.39,,1885916.0,1885916.0,,0.0,3
TQBR,2023-03-10,МагадЭн ап,MAGEP,326.0,1730841.0,3.0,2.95,3.04,3.03,3.01,3.03,575500.0,3.01,3.01,,1730841.0,1730841.0,,0.0,3
SMAL,2023-03-10,ММК,MAGN,4.0,251.1,42.0,41.7,42.0,,41.775,41.7,6.0,,,,0.0,0.0,,0.0,3
TQBR,2023-03-10,ММК,MAGN,40224.0,945004945.0,41.17,41.015,42.27,42.08,41.775,42.11,22622010.0,41.745,41.745,,837287942.75,837287942.75,,0.0,3
TQBR,2023-03-10,MDMG-гдр,MDMG,1940.0,13370488.3,471.5,460.8,475.4,468.0,470.2,468.0,28433.0,470.2,470.2,,13370488.3,13370488.3,,0.0,3
TQPI,2023-03-10,МЕРИДИАН,MERF,123.0,857354.0,11.2,11.0,11.25,11.05,11.05,11.05,77650.0,11.05,11.05,,857354.0,857354.0,,0.0,3
TQBR,2023-03-10,Мегион-ао,MFGS,471.0,4100885.0,370.0,360.0,382.0,366.0,373.0,366.5,11000.0,373.0,373.0,,4100885.0,4100885.0,,0.0,3
TQBR,2023-03-10,Мегион-ап,MFGSP,86.0,499320.0,256.0,254.5,260.0,260.0,256.0,260.0,1950.0,,256.0,,0.0,501875.0,,0.0,3
TQBR,2023-03-10,Магнит ао,MGNT,15027.0,644815867.0,4540.0,4495.0,4550.0,4539.5,4522.5,4524.0,142577.0,4522.0,4522.0,,567440196.0,567440196.0,,0.0,3
TQBR,2023-03-10,МГТС-5ао,MGTS,112.0,720330.0,1890.0,1875.0,1950.0,1895.0,1910.0,1895.0,377.0,1910.0,1910.0,,720330.0,720330.0,,0.0,3
TQBR,2023-03-10,МГТС-4ап,MGTSP,1926.0,30003840.0,1360.0,1340.0,1380.0,1348.0,1358.0,1348.0,22101.0,1358.0,1358.0,,30003840.0,30003840.0,,0.0,3
TQBR,2023-03-10,ТНСэнМарЭл,MISB,78.0,446350.0,21.2,20.7,21.4,20.7,21.0,20.8,21300.0,,21.0,,0.0,503900.0,,0.0,3
TQBR,2023-03-10,ТНСэМаЭл-п,MISBP,34.0,577340.0,16.9,16.6,17.0,16.6,16.6,16.6,34700.0,16.6,16.6,,577340.0,577340.0,,0.0,3
TQTF,2023-03-10,MKBD ETF,MKBD,87.0,6117930.0,754.0,747.0,755.0,747.0,754.0,747.0,8114.0,754.0,754.0,,6117930.0,6117930.0,,1021230.69,3
SMAL,2023-03-10,МосБиржа,MOEX,48.0,13226.54,122.5,117.25,123.0,,119.07,118.0,110.0,,,,0.0,0.0,,0.0,3
TQBR,2023-03-10,МосБиржа,MOEX,116936.0,5198967854.9,123.29,116.26,123.89,117.01,119.07,117.0,43663540.0,119.59,119.59,,4133899444.9,4133899444.9,,0.0,3
SMAL,2023-03-10,РоссЦентр,MRKC,1.0,3.0,0.3,0.3,0.3,,0.2794,0.3,10.0,,,,0.0,0.0,,0.0,3
TQBR,2023-03-10,РоссЦентр,MRKC,3669.0,20133862.0,0.282,0.2774,0.2828,0.279,0.2794,0.279,72059000.0,0.2794,0.2794,,20133862.0,20133862.0,,0.0,3
TQBR,2023-03-10,Россети СК,MRKK,1053.0,4634484.6,14.7,14.4,15.2,14.62,14.72,14.62,314850.0,14.72,14.72,,4634484.6,4634484.6,,0.0,3
SMAL,2023-03-10,РСетиЦП ао,MRKP,6.0,202.89,0.2549,0.2549,0.2549,,0.2068,0.2549,796.0,,,,0.0,0.0,,0.0,3
TQBR,2023-03-10,РСетиЦП ао,MRKP,1233.0,19822502.0,0.209,0.2052,0.209,0.2062,0.2068,0.2062,95840000.0,0.2068,0.2068,,19822502.0,19822502.0,,0.0,3
SMAL,2023-03-10,РсетСиб ао,MRKS,1.0,3.57,0.3565,0.3565,0.3565,,0.3435,0.3565,10.0,,,,0.0,0.0,,0.0,3
TQBR,2023-03-10,РсетСиб ао,MRKS,11254.0,174859050.0,0.327,0.324,0.364,0.3325,0.3435,0.3325,509390000.0,0.3435,0.3435,,174859050.0,174859050.0,,0.0,3
SMAL,2023-03-10,МРСК Ур,MRKU,1.0,0.96,0.2394,0.2394,0.2394,,0.194,0.2394,4.0,,,,0.0,0.0,,0.0,3
TQBR,2023-03-10,МРСК Ур,MRKU,618.0,6447574.0,0.1928,0.1902,0.1972,0.193,0.194,0.1934,33240000.0,0.194,0.194,,6447574.0,6447574.0,,0.0,3
SMAL,2023-03-10,РсетВол ао,MRKV,9.0,0.36,0.035,0.035,0.035,,0.03205,0.035,9.0,,,,0.0,0.0,,0.0,3
TQBR,2023-03-10,РсетВол ао,MRKV,2332.0,27557123.0,0.032,0.03135,0.0329,0.03175,0.03205,0.03175,859610000.0,0.03205,0.03205,,27557123.0,27557123.0,,0.0,3
SMAL,2023-03-10,РоссЮг ао,MRKY,5.0,0.24,0.04235,0.04,0.04235,,0.0422,0.04235,6.0,,,,0.0,0.0,,0.0,3
TQBR,2023-03-10,РоссЮг ао,MRKY,4410.0,34553671.0,0.0411,0.04085,0.04385,0.0417,0.0422,0.0417,818380000.0,0.0422,0.0422,,34553671.0,34553671.0,,0.0,3
SMAL,2023-03-10,РСетиСЗ ао,MRKZ,2.0,33.05,0.03485,0.0327,0.03485,,0.0316,0.0327,1010.0,,,,0.0,0.0,,0.0,3
TQBR,2023-03-10,РСетиСЗ ао,MRKZ,1453.0,15303983.0,0.0317,0.0311,0.03205,0.03165,0.0316,0.03165,483940000.0,0.0316,0.0316,,15303983.0,15303983.0,,0.0,3
TQBR,2023-03-10,МордЭнСб,MRSB,35.0,229700.0,0.362,0.352,0.369,0.365,0.365,0.364,630000.0,,0.365,,0.0,503930.0,,0.0,3
SMAL,2023-03-10,+МосЭнерго,MSNG,3.0,6.75,2.2295,2.2295,2.2595,,2.208,2.2595,3.0,,,,0.0,0.0,,0.0,3
TQBR,2023-03-10,+МосЭнерго,MSNG,4792.0,91060236.0,2.203,2.1815,2.239,2.208,2.208,2.208,41244000.0,2.208,2.208,,91060236.0,91060236.0,,0.0,3
SMAL,2023-03-10,РСетиМР ао,MSRS,2.0,305.42,1.0045,1.0045,1.005,,1.001,1.005,304.0,,,,0.0,0.0,,0.0,3
TQBR,2023-03-10,РСетиМР ао,MSRS,574.0,4972124.5,1.0095,0.9865,1.0095,0.9995,1.001,0.9995,4966000.0,1.001,1.001,,4972124.5,4972124.5,,0.0,3
TQBR,2023-03-10,Мостотрест,MSTT,1294.0,15471330.0,168.0,165.6,170.8,168.65,169.05,168.65,91530.0,169.05,169.05,,15471330.0,15471330.0,,0.0,3
TQTF,2023-03-10,MTEK ETF,MTEK,4.0,27296.0,1442.0,1436.0,1442.0,1436.0,1436.0,1436.0,19.0,,1410.0,,0.0,501806.0,,108928.61,3
TQBR,2023-03-10,Мечел ао,MTLR,45907.0,885886967.52,135.79,134.55,141.71,140.77,138.11,140.78,6414279.0,137.55,137.55,,728846250.97,728846250.97,,0.0,3
TQBR,2023-03-10,Мечел ап,MTLRP,4264.0,118968282.0,172.5,169.35,173.2,172.35,171.75,172.3,692710.0,171.65,171.65,,100673928.5,100673928.5,,0.0,3
SMAL,2023-03-10,МТС-ао,MTSS,13.0,7703.1,257.05,256.25,257.05,,257.5,256.55,30.0,,,,0.0,0.0,,0.0,3
TQBR,2023-03-10,МТС-ао,MTSS,7381.0,215463598.5,257.05,255.2,258.8,258.0,257.5,257.7,836800.0,257.45,257.45,,196753253.0,196753253.0,,0.0,3
TQBR,2023-03-10,М.видео,MVID,3763.0,21392916.8,182.0,180.2,183.6,181.4,181.5,181.8,117876.0,181.3,181.3,,16342032.1,16342032.1,,0.0,3
TQBR,2023-03-10,iНПОНаука,NAUK,173.0,1144330.0,312.6,311.0,316.2,311.0,312.6,311.0,3660.0,312.6,312.6,,1144330.0,1144330.0,,0.0,3
TQBR,2023-03-10,НЕФАЗ,NFAZ,424.0,5088550.0,308.0,303.0,319.5,315.0,309.5,315.0,16430.0,309.5,309.5,,5088550.0,5088550.0,,0.0,3
TQBR,2023-03-10,НКХП ао,NKHP,1924.0,30320970.0,374.0,367.0,387.0,372.0,376.5,372.0,80510.0,376.5,376.5,,30320970.0,30320970.0,,0.0,3
TQBR,2023-03-10,НКНХ ао,NKNC,1534.0,20267187.0,120.0,118.35,120.0,118.95,119.05,118.95,170210.0,119.05,119.05,,20267187.0,20267187.0,,0.0,3
SMAL,2023-03-10,НКНХ ап,NKNCP,3.0,801.68,90.34,87.08,90.34,,90.24,87.08,9.0,,,,0.0,0.0,,0.0,3
TQBR,2023-03-10,НКНХ ап,NKNCP,2063.0,35540795.8,90.0,89.32,90.9,89.82,90.24,89.82,393810.0,90.24,90.24,,35540795.8,35540795.8,,0.0,3
TQBR,2023-03-10,Нижкамшина,NKSH,619.0,6423778.0,24.98,24.78,26.5,25.18,25.58,25.1,251100.0,25.58,25.58,,6423778.0,6423778.0,,0.0,3
SMAL,2023-03-10,НЛМК ао,NLMK,7.0,2910.64,124.12,124.12,127.64,,126.62,127.62,23.0,,,,0.0,0.0,,0.0,3
TQBR,2023-03-10,НЛМК ао,NLMK,10476.0,336862828.6,125.9,125.4,127.2,127.0,126.62,126.64,2660590.0,126.6,126.6,,296247234.6,296247234.6,,0.0,3
SMAL,2023-03-10,НМТП ао,NMTP,12.0,257.98,5.985,5.91,6.19,,6.235,6.17,43.0,,,,0.0,0.0,,0.0,3
TQBR,2023-03-10,НМТП ао,NMTP,23950.0,498214484.0,6.04,5.87,6.405,6.1,6.235,6.1,79879700.0,6.235,6.235,,498214484.0,498214484.0,,0.0,3
TQBR,2023-03-10,ТНСэнНН ао,NNSB,29.0,110920.0,2210.0,2205.0,2230.0,2210.0,2220.0,2210.0,50.0,,2230.0,,0.0,504130.0,,0.0,3
TQBR,2023-03-10,ТНСэнНН ап,NNSBP,51.0,116893.0,677.0,675.0,709.0,685.0,692.0,685.0,169.0,,681.0,,0.0,501011.0,,0.0,3
TQBR,2023-03-10,iНаукаСвяз,NSVZ,930.0,11317065.0,255.5,249.0,259.0,252.0,253.5,252.0,44670.0,253.5,253.5,,11317065.0,11317065.0,,0.0,3
TQBR,2023-03-10,Новатэк ао,NVTK,35708.0,1569216355.4,1070.2,1058.2,1084.2,1070.0,1068.8,1064.0,1468154.0,1069.2,1069.2,,1438353913.2,1438353913.2,,0.0,3
TQTF,2023-03-10,OBLG ETF,OBLG,1068.0,50996486.62,134.42,134.42,135.44,135.02,134.96,135.1,377837.0,134.96,134.96,,50737288.96,50737288.96,,15041122.79,3
TQPI,2023-03-10,Медиахолд,ODVA,173.0,622597.0,0.109,0.1056,0.11,0.1088,0.1082,0.1088,5753000.0,0.1082,0.1082,,622597.0,622597.0,,0.0,3
SMAL,2023-03-10,ОГК-2 ао,OGKB,35.0,30.75,0.625,0.625,0.6274,,0.6237,0.625,49.0,,,,0.0,0.0,,0.0,3
TQBR,2023-03-10,ОГК-2 ао,OGKB,4602.0,45654514.6,0.6281,0.6203,0.6284,0.622,0.6237,0.6225,73195000.0,0.6239,0.6239,,38622030.7,38622030.7,,0.0,3
TQBR,2023-03-10,OKEY-гдр,OKEY,12620.0,96192521.3,27.99,27.0,29.42,27.55,28.19,27.55,3412240.0,28.19,28.19,,96192521.3,96192521.3,,0.0,3
TQBR,2023-03-10,ОМЗ-ап,OMZZP,7.0,67945.0,6825.0,6750.0,6825.0,6755.0,6795.0,6750.0,10.0,,6825.0,,0.0,504885.0,,0.0,3
TQTF,2023-03-10,OPNB ETF,OPNB,24.0,1282853.7,98.12,98.08,98.56,98.44,98.24,98.54,13058.0,,98.16,,0.0,506453.68,,117620.58,3
TQTF,2023-03-10,OPNR ETF,OPNR,66.0,89838.38,68.8,68.78,69.38,69.06,69.06,69.34,1301.0,,68.82,,0.0,533844.16,,620677.17,3
TQPI,2023-03-10,ОРГ ао,ORUP,3042.0,18215243.0,9.3,9.11,9.44,9.14,9.28,9.14,1961810.0,9.28,9.28,,18215243.0,18215243.0,,0.0,3
TQBR,2023-03-10,OZON-адр,OZON,6028.0,122252808.0,1662.0,1646.0,1672.5,1660.5,1659.5,1659.0,73673.0,1659.5,1659.5,,106935190.0,106935190.0,,0.0,3
TQBR,2023-03-10,ПавлАвт ао,PAZA,26.0,217980.0,6420.0,6380.0,6500.0,6460.0,6420.0,6460.0,34.0,,6460.0,,0.0,503400.0,,0.0,3
TQBR,2023-03-10,ФосАгро ао,PHOR,11661.0,546617234.0,7093.0,7028.0,7134.0,7060.0,7070.0,7041.0,77314.0,7072.0,7072.0,,484949823.0,484949823.0,,0.0,3
TQBR,2023-03-10,ПИК ао,PIKK,4729.0,93418862.5,626.0,614.6,626.4,622.8,620.2,621.0,150638.0,620.1,620.1,,87245364.8,87245364.8,,0.0,3
TQBR,2023-03-10,Полюс,PLZL,20784.0,1443666429.5,8880.0,8856.0,9041.0,9041.0,8965.0,8976.0,161038.0,8951.0,8951.0,,1010745888.0,1010745888.0,,0.0,3
TQBR,2023-03-10,ПермьЭнСб,PMSB,1210.0,14331421.0,143.0,142.4,147.0,145.0,144.8,145.0,98980.0,144.8,144.8,,14331421.0,14331421.0,,0.0,3
SMAL,2023-03-10,ПермьЭнС-п,PMSBP,2.0,293.6,146.8,146.8,146.8,,148.2,146.8,2.0,,,,0.0,0.0,,0.0,3
TQBR,2023-03-10,ПермьЭнС-п,PMSBP,360.0,2653378.0,148.4,146.2,149.8,148.2,148.2,148.6,17910.0,148.2,148.2,,2653378.0,2653378.0,,0.0,3
TQBR,2023-03-10,Polymetal,POLY,19755.0,511717884.5,507.0,504.0,510.7,510.0,507.7,508.2,1007830.0,507.5,507.5,,384571750.8,384571750.8,,0.0,3
TQBR,2023-03-10,iПозитив,POSI,10446.0,185312770.2,1675.0,1640.0,1688.2,1677.8,1677.0,1678.8,110499.0,1677.0,1677.0,,165160458.6,165160458.6,,0.0,3
TQPI,2023-03-10,ЧЗПСН ао,PRFN,3690.0,25545387.9,3.829,3.7,3.859,3.76,3.771,3.76,6773900.0,3.771,3.771,,25545387.9,25545387.9,,0.0,3
TQBR,2023-03-10,Приморье,PRMB,18.0,673200.0,32200.0,31600.0,32400.0,32400.0,32000.0,32400.0,21.0,32000.0,32000.0,,673200.0,673200.0,,0.0,3
TQBR,2023-03-10,iQIWI,QIWI,1475.0,12823841.5,467.5,462.5,473.5,471.0,467.5,468.5,27441.0,467.0,467.0,,11526665.5,11526665.5,,0.0,3
TQBR,2023-03-10,Распадская,RASP,5962.0,190952647.5,277.6,275.7,279.85,279.5,277.75,279.5,687460.0,277.75,277.75,,190952647.5,190952647.5,,0.0,3
SMAL,2023-03-10,ГК РБК ао,RBCM,3.0,39.41,3.696,3.54,3.696,,3.64,3.54,11.0,,,,0.0,0.0,,0.0,3
TQBR,2023-03-10,ГК РБК ао,RBCM,3664.0,24401634.8,3.74,3.53,3.84,3.584,3.64,3.584,6705200.0,3.64,3.64,,24401634.8,24401634.8,,0.0,3
TQTF,2023-03-10,RCGL ETF,RCGL,15.0,194931.0,1370.0,1346.0,1370.0,1360.0,1363.0,1360.0,143.0,,1353.0,,0.0,526339.0,,2234661.24,3
TQTF,2023-03-10,RCHY ETF,RCHY,36.0,179823.9,112.95,112.95,113.1,113.1,113.1,113.1,1590.0,,113.0,,0.0,792662.15,,2032015.31,3
TQTD,2023-03-10,RCMB ETF,RCMB,275.0,1147163.14,10.58,10.57,10.65,10.6,10.63,10.58,108134.0,807.0,807.0,,174352145.68,174352145.68,,260425.83,3
TQTE,2023-03-10,RCMB ETF,RCMB,30.0,24614.57,9.78,9.76,9.79,10.04,10.07,9.76,2517.0,807.0,807.0,,174352145.68,174352145.68,,246665.09,3
TQTF,2023-03-10,RCMB ETF,RCMB,351.0,85306708.5,811.0,805.0,812.0,804.5,807.0,805.0,105435.0,807.0,807.0,,174352145.68,174352145.68,,19767049.64,3
TQTF,2023-03-10,RCMM ETF,RCMM,45.0,8234686.05,114.95,114.0001,114.95,114.3608,114.3595,114.3608,72007.0,114.3595,114.3595,,8234686.05,8234686.05,,3950737.89,3
TQTF,2023-03-10,RCMX ETF,RCMX,36.0,471836.0,934.5,918.0,935.5,929.0,927.0,929.0,509.0,,928.5,,0.0,715086.0,,2015827.93,3
TQTD,2023-03-10,RCUS ETF,RCUS,451.0,2391423.68,1.219,1.202,1.222,1.211,1.218,1.202,1968200.0,92.45,92.45,,375171901.13,375171901.13,,513723.71,3
TQTF,2023-03-10,RCUS ETF,RCUS,640.0,193656147.8,94.7,90.45,94.7,91.95,92.45,91.65,2090063.0,92.45,92.45,,375171901.13,375171901.13,,38993068.14,3
TQBR,2023-03-10,РДБанк ао,RDRB,219.0,2092490.0,189.0,175.0,189.0,182.0,182.0,182.0,11510.0,182.0,182.0,,2092490.0,2092490.0,,0.0,3
TQBR,2023-03-10,Ренессанс,RENI,510.0,2705407.2,55.02,54.32,55.3,54.74,54.8,54.74,49370.0,54.8,54.8,,2705407.2,2705407.2,,0.0,3
SMAL,2023-03-10,РГС СК ао,RGSS,3.0,51.55,0.2386,0.2386,0.2502,,0.2014,0.2502,209.0,,,,0.0,0.0,,0.0,3
TQBR,2023-03-10,РГС СК ао,RGSS,3360.0,25020960.8,0.1962,0.192,0.2112,0.2008,0.2014,0.2008,124203000.0,0.2014,0.2014,,25020960.8,25020960.8,,0.0,3
TQBR,2023-03-10,ЭнергияРКК,RKKE,227.0,4951430.0,14170.0,14010.0,14250.0,14100.0,14150.0,14100.0,350.0,14150.0,14150.0,,4951430.0,4951430.0,,0.0,3
TQBR,2023-03-10,РуссНфт ао,RNFT,5842.0,44448252.3,99.8,98.5,99.8,98.8,99.0,98.8,449144.0,99.0,99.0,,44448252.3,44448252.3,,0.0,3
TQBR,2023-03-10,Русолово,ROLO,3563.0,29671881.4,0.7952,0.78,0.7991,0.7813,0.7867,0.7813,37715000.0,0.7867,0.7867,,29671881.4,29671881.4,,0.0,3
SMAL,2023-03-10,Росбанк ао,ROSB,1.0,166.8,166.8,166.8,166.8,,118.8,166.8,1.0,,,,0.0,0.0,,0.0,3
TQBR,2023-03-10,Росбанк ао,ROSB,756.0,8311986.0,119.6,117.0,119.8,118.2,118.8,118.2,69970.0,118.8,118.8,,8311986.0,8311986.0,,0.0,3
TQBR,2023-03-10,Роснефть,ROSN,39741.0,825593433.4,363.0,359.55,366.55,366.4,363.35,365.9,2272085.0,363.0,363.0,,706234097.5,706234097.5,,0.0,3
TQBR,2023-03-10,РОСИНТЕРао,ROST,443.0,3312394.0,70.0,69.0,71.6,71.0,70.6,71.0,46900.0,70.6,70.6,,3312394.0,3312394.0,,0.0,3
TQTE,2023-03-10,RQIE ETF,RQIE,8.0,171.18,9.21,9.21,9.63,9.72,9.56,9.48,18.0,,765.0,,0.0,519245.24,,27206.45,3
TQTF,2023-03-10,RQIE ETF,RQIE,25.0,42975.0,770.0,755.0,779.0,779.0,766.0,779.0,56.0,,765.0,,0.0,519245.24,,2180248.61,3
TQTD,2023-03-10,RQIU ETF,RQIU,19.0,2265.21,8.35,8.35,8.47,8.45,8.4,8.37,271.0,,637.0,,0.0,501033.87,,31799.55,3
TQTF,2023-03-10,RQIU ETF,RQIU,30.0,325250.0,640.0,637.0,649.0,641.0,637.0,637.0,509.0,,637.0,,0.0,501033.87,,2413674.82,3
TQBR,2023-03-10,ГазпРнД ао,RTGZ,316.0,11828500.0,32100.0,31600.0,37200.0,34200.0,34700.0,34400.0,341.0,34700.0,34700.0,,11828500.0,11828500.0,,0.0,3
SMAL,2023-03-10,Ростел -ао,RTKM,6.0,553.93,61.0,61.0,62.0,,58.93,62.0,9.0,,,,0.0,0.0,,0.0,3
TQBR,2023-03-10,Ростел -ао,RTKM,4033.0,35598846.0,59.15,58.56,59.17,58.83,58.93,58.85,604090.0,58.96,58.96,,27586017.9,27586017.9,,0.0,3
SMAL,2023-03-10,Ростел -ап,RTKMP,1.0,60.0,60.0,60.0,60.0,,59.35,60.0,1.0,,,,0.0,0.0,,0.0,3
TQBR,2023-03-10,Ростел -ап,RTKMP,874.0,4303493.5,59.35,59.15,59.55,59.35,59.35,59.35,72510.0,59.35,59.35,,4303493.5,4303493.5,,0.0,3
TQBR,2023-03-10,ТНСэнРст,RTSB,145.0,599688.0,0.736,0.718,0.75,0.738,0.734,0.738,817000.0,0.734,0.734,,599688.0,599688.0,,0.0,3
TQBR,2023-03-10,ТНСэнРст-п,RTSBP,155.0,858558.0,0.691,0.682,0.73,0.683,0.698,0.682,1230000.0,0.698,0.698,,858558.0,858558.0,,0.0,3
TQIF,2023-03-10,ФондПервый,RU0005418747,23.0,6829.0,154.0,152.0,157.0,156.5,155.0,157.0,44.0,,152.5,,0.0,516073.5,,176315.15,3
TQIF,2023-03-10,ФондКонс,RU0006922010,85.0,717674.1,72.6,70.5,72.7,72.3,70.9,72.4,10119.0,70.9,70.9,,717312.0,717312.0,,80771.85,3
TQIF,2023-03-10,ФондПроф,RU0006922044,27.0,109806.6,130.2,129.0,132.6,130.8,132.2,129.0,830.0,,130.2,,0.0,520856.6,,476055.58,3
TQIF,2023-03-10,АкцииРоста,RU0006922051,60.0,225495.0,299.0,290.0,305.0,297.0,298.0,297.0,757.0,,298.0,,0.0,500157.0,,276617.68,3
TQIF,2023-03-10,ПИФСбер-КН,RU000A0ERGA7,49.0,2534890.0,326.0,326.0,360.0,338.0,341.0,338.0,7430.0,341.0,341.0,,2534890.0,2534890.0,,3800236.13,3
TQIF,2023-03-10,БКСПерспек,RU000A0HF0L2,539.0,6533628.4,407.2,403.0,416.0,406.4,409.0,403.6,15972.0,409.2,409.2,,6323806.2,6323806.2,,3786820.16,3
TQIF,2023-03-10,АрсагераФА,RU000A0HGNG6,5.0,579260.0,10190.0,10150.0,10190.0,10160.0,10160.0,10150.0,57.0,10170.0,10170.0,,721890.0,721890.0,,205657.74,3
TQIF,2023-03-10,БКСXXIIвек,RU000A0JP708,225.0,990184.0,357.0,333.0,366.0,355.6,357.8,349.0,2768.0,359.4,359.4,,824304.4,824304.4,,1241954.75,3
TQIF,2023-03-10,БКС РосАкц,RU000A0JP773,343.0,15230934.0,343.0,340.5,347.0,345.0,345.0,344.0,44140.0,345.0,345.0,,15170443.5,15170443.5,,7912612.5,3
TQIF,2023-03-10,БКС Основа,RU000A0JP799,259.0,17967600.4,293.8,293.8,294.8,294.8,294.6,294.6,60980.0,294.6,294.6,,17868367.2,17868367.2,,9488659.26,3
TQIF,2023-03-10,ПИФ РВМ,RU000A0JPLG7,3.0,8150.0,90.0,90.0,95.0,90.0,90.0,90.0,90.0,,90.0,,0.0,501150.0,,25106.45,3
TQIF,2023-03-10,ГлобалИн,RU000A0JPRL4,45.0,204739.0,398.0,373.0,398.0,385.0,383.0,385.0,534.0,,387.0,,0.0,501156.0,,135099.5,3
TQIF,2023-03-10,ОПИФПрРес,RU000A0JPRP5,47.0,66695.0,152.5,150.0,156.5,156.5,154.0,156.0,433.0,,154.0,,0.0,581282.0,,312545.3,3
TQIF,2023-03-10,ПИФАкции,RU000A0JR282,15.0,9811.5,32.8,32.55,32.8,32.7,32.7,32.7,300.0,,32.9,,0.0,801013.0,,189866.91,3
TQIF,2023-03-10,ПИФИнМосБр,RU000A0JR290,7.0,87450.0,6260.0,6230.0,6275.0,6240.0,6245.0,6235.0,14.0,,6230.0,,0.0,635330.0,,302074.76,3
TQIF,2023-03-10,ПИФКазна,RU000A0JR2C1,35.0,78880.0,73.0,73.0,73.15,73.05,73.05,73.0,1080.0,,73.0,,0.0,569575.5,,887048.91,3
