BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
TQIF,2023-03-10,ПИФ АТРИУМ,RU000A0JRHC0,2.0,3000.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,2.0,,1480.0,,0.0,519600.0,,48498.06,3
TQIF,2023-03-10,НакопРез,RU000A0JT4S1,168.0,21363912.0,2350.0,2343.5,2353.5,2352.0,2349.5,2352.5,9093.0,2349.5,2349.5,,21363912.0,21363912.0,,16403824.58,3
TQIF,2023-03-10,ПИФ КОНСЕР,RU000A0JUR61,4.0,10250.0,1600.0,1600.0,1800.0,1750.0,1700.0,1750.0,6.0,,1650.0,,0.0,501000.0,,6916.13,3
TQIF,2023-03-10,БКСИмперия,RU000A0JVHY6,256.0,4037634.0,361.0,353.8,365.8,360.4,362.4,357.4,11142.0,362.6,362.6,,3815836.6,3815836.6,,6205211.67,3
TQIF,2023-03-10,БКСДрагМет,RU000A0JVJ29,111.0,1028414.5,191.0,185.5,193.5,191.0,191.0,190.0,5389.0,191.0,191.0,,932535.0,932535.0,,1415885.98,3
TQIF,2023-03-10,СФНАрБизн,RU000A0JWAW3,1.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,1.0,410000.0,410000.0,,6110000.0,5300000.0,,443225.81,3
TQIF,2023-03-10,ЗПИФДОМ.РФ,RU000A0JXP78,5.0,11770.0,1920.0,1920.0,1970.0,1970.0,1960.0,1970.0,6.0,,1910.0,,0.0,500620.0,,21781.61,3
TQIF,2023-03-10,СоврАрБиз2,RU000A0ZYC64,1.0,250000.0,250000.0,250000.0,250000.0,250000.0,250000.0,250000.0,1.0,290000.0,250000.0,,48770000.0,4670000.0,,931290.32,3
TQIF,2023-03-10,СоврАрБиз3,RU000A0ZZ5R2,6.0,23120.0,1005.0,1005.0,1010.0,1005.0,1005.0,1005.0,23.0,1005.0,1005.0,,605620.0,535520.0,,4045986.94,3
TQIF,2023-03-10,ИПИФМирИнв,RU000A0ZZCD8,3.0,28050.0,1650.0,1650.0,1650.0,1650.0,1650.0,1650.0,17.0,1700.0,1700.0,,2929950.0,2895950.0,,1046060.32,3
TQIF,2023-03-10,ПерНакопОП,RU000A1002D0,4.0,6753.5,1351.5,1346.0,1352.0,1346.0,1350.5,1346.0,5.0,,1344.5,,0.0,859165.5,,87566.69,3
TQFD,2023-03-10,БКСФундВыб,RU000A1007R9,55.0,24413.76,16.5,16.31,16.73,16.54,16.5,16.31,1480.0,1252.12,1252.12,,1839359.38,1839359.38,,80233.44,3
TQFD,2023-03-10,БКС РосЕвр,RU000A100EQ2,9.0,1003.66,13.08,12.94,13.08,12.94,13.03,12.94,77.0,979.69,975.07,,1187388.01,551890.1,,32083.91,3
TQIF,2023-03-10,ЗПИФ ПНК,RU000A1013V9,969.0,29969287.8,2010.8,1990.0,2010.8,1993.8,1998.0,1993.8,14999.0,1998.0,1998.0,,29969287.8,29969287.8,,13100192.98,3
TQFD,2023-03-10,ЗПИФ ФПР,RU000A101NK4,11.0,1677.48,10.65,10.39,10.65,10.3,10.4,10.39,161.0,789.2,789.2,,9372235.22,9372235.22,,97519.18,3
TQIF,2023-03-10,ЗПИФ ФПР,RU000A101NK4,218.0,9338305.0,795.6,780.0,801.0,782.0,789.0,780.8,11835.0,789.2,789.2,,9372235.22,9372235.22,,7401978.5,3
TQIF,2023-03-10,ОПИФ ОФЗ,RU000A101UY0,3721.0,26052598.5,1068.5,1068.5,1069.0,1069.0,1069.0,1069.0,24371.0,1069.0,1069.0,,26052598.5,26052598.5,,7939467.83,3
TQIF,2023-03-10,ПАРУС-ОЗН,RU000A1022Z1,23.0,584053.0,6575.0,6540.0,6575.0,6569.0,6562.0,6569.0,89.0,6562.0,6562.0,,584053.0,584053.0,,4914211.55,3
TQPI,2023-03-10,ЗПИФ ВДО,RU000A1027E5,9.0,2369780.0,17100.0,17100.0,17260.0,17240.0,17180.0,17240.0,138.0,17040.0,17160.0,,6526160.0,2506740.0,,824721.29,3
TQIF,2023-03-10,ЗПИФРД,RU000A102N77,37.0,5022600.0,101650.0,100000.0,101700.0,100100.0,100450.0,100100.0,50.0,100450.0,100450.0,,5022600.0,5022600.0,,4430764.19,3
TQIF,2023-03-10,ФондсубUSD,RU000A102PE0,1.0,4550.0,4550.0,4550.0,4550.0,4550.0,4550.0,4550.0,1.0,4550.0,4550.0,,3500200.0,3500200.0,,294740.32,3
TQIF,2023-03-10,ФондСубРуб,RU000A102PQ4,1.0,11600.0,5800.0,5800.0,5800.0,5800.0,5800.0,5800.0,2.0,5600.0,5800.0,,1458800.0,1052200.0,,100800.0,3
TQFD,2023-03-10,БКС Миррес,RU000A102Q33,82.0,30930.75,15.4,15.19,15.8,15.33,15.37,15.2,2013.0,1167.02,1167.02,,2219668.15,2219668.15,,37165.61,3
TQPI,2023-03-10,СФНАрБиз7,RU000A1034U7,21.0,2329500.0,93500.0,92500.0,93500.0,93500.0,93000.0,93500.0,25.0,93000.0,93000.0,,2329500.0,2329500.0,,3765556.45,3
TQIF,2023-03-10,РенДохПРО,RU000A103B62,16.0,470487.0,869.0,869.0,873.5,872.0,871.5,872.0,540.0,,871.5,,0.0,572511.0,,1007983.98,3
TQFD,2023-03-10,БКСВостЗап,RU000A103EX2,26.0,2926.39,9.35,9.03,9.49,9.28,9.17,9.28,319.0,,697.77,,0.0,524719.39,,9749.14,3
TQFD,2023-03-10,БКСЦифрГал,RU000A103JE1,78.0,11357.03,10.09,9.38,10.1,9.51,9.58,9.38,1186.0,727.13,727.13,,845654.37,845654.37,,8666.88,3
TQFD,2023-03-10,БКСИнновац,RU000A1040F5,56.0,2089.51,7.6,7.19,7.75,7.41,7.38,7.4,283.0,,575.23,,0.0,524606.63,,3840.79,3
TQIF,2023-03-10,ПАРУС-СБЛ,RU000A104172,89.0,1991472.0,1145.0,1092.0,1145.0,1107.0,1115.0,1105.0,1786.0,1115.0,1115.0,,1991472.0,1991472.0,,1830692.87,3
TQIF,2023-03-10,ПАРУС-НОРД,RU000A104KU3,187.0,7921526.0,1000.0,999.0,1000.0,1000.0,1000.0,1000.0,7925.0,1000.0,1000.0,,7921526.0,7921526.0,,11006941.44,3
TQBR,2023-03-10,РУСАЛ ао,RUAL,9177.0,159669572.4,41.15,40.97,41.485,41.45,41.245,41.35,3871110.0,41.24,41.24,,132211364.45,132211364.45,,0.0,3
TQPI,2023-03-10,Русгрэйн,RUGR,4511.0,29595373.55,17.64,17.525,18.85,18.01,18.195,18.01,1626470.0,18.195,18.195,,29595373.55,29595373.55,,0.0,3
TQBR,2023-03-10,ИКРУСС-ИНВ,RUSI,95.0,446496.0,56.2,55.1,56.2,55.5,55.5,55.5,8050.0,,55.5,,0.0,502136.0,,0.0,3
TQBR,2023-03-10,РязЭнСб,RZSB,103.0,2132208.0,23.18,23.02,23.8,23.62,23.32,23.8,91400.0,23.32,23.32,,2132208.0,2132208.0,,0.0,3
TQBR,2023-03-10,СамарЭн-ао,SAGO,53.0,340838.0,1.426,1.412,1.44,1.422,1.426,1.422,239000.0,,1.428,,0.0,552900.0,,0.0,3
TQBR,2023-03-10,СамарЭн-ап,SAGOP,13.0,62054.0,1.372,1.37,1.39,1.372,1.378,1.37,45000.0,,1.376,,0.0,503594.0,,0.0,3
SMAL,2023-03-10,СаратЭн-ао,SARE,3.0,592.08,0.12,0.12,0.12,,0.127,0.12,4934.0,,,,0.0,0.0,,0.0,3
TQBR,2023-03-10,СаратЭн-ао,SARE,35.0,94020.0,0.1262,0.1262,0.128,0.127,0.127,0.1266,740000.0,,0.129,,0.0,500812.0,,0.0,3
TQBR,2023-03-10,СаратЭн-ап,SAREP,5.0,13840.0,0.126,0.1254,0.1262,0.1262,0.1258,0.1262,110000.0,,0.1252,,0.0,515880.0,,0.0,3
TQTF,2023-03-10,SBCN ETF,SBCN,895.0,3151900.19,10.87,10.86,10.957,10.939,10.897,10.95,289230.0,10.897,10.897,,3202901.61,3202901.61,,5700487.34,3
TQTY,2023-03-10,SBCN ETF,SBCN,16.0,4695.27,1.0,0.998,1.0,1.007,1.003,0.999,4700.0,10.897,10.897,,3202901.61,3202901.61,,524795.61,3
TQTF,2023-03-10,SBCS ETF,SBCS,359.0,884425.95,12.082,11.463,12.082,11.498,11.574,11.491,76416.0,11.574,11.574,,884425.95,884425.95,,633932.59,3
SMAL,2023-03-10,Сбербанк,SBER,38.0,17710.0,172.0,171.06,173.54,,171.87,172.99,103.0,,,,0.0,0.0,,0.0,3
TQBR,2023-03-10,Сбербанк,SBER,103332.0,8636905460.0,171.55,170.58,173.0,172.56,171.87,172.53,50256970.0,171.79,171.79,,7697226093.1,7697226093.1,,0.0,3
SMAL,2023-03-10,Сбербанк-п,SBERP,4.0,677.0,170.0,168.5,170.0,,170.98,168.5,4.0,,,,0.0,0.0,,0.0,3
TQBR,2023-03-10,Сбербанк-п,SBERP,17722.0,678129840.4,170.79,169.37,172.22,172.15,170.98,171.9,3966180.0,170.86,170.86,,594147965.6,594147965.6,,0.0,3
TQTF,2023-03-10,SBGB ETF,SBGB,854.0,10948664.85,12.344,12.285,12.344,12.338,12.267,12.327,887437.0,12.337,12.337,,10948664.85,10948664.85,,12291268.38,3
TQTF,2023-03-10,SBGD ETF,SBGD,1058.0,6579742.47,14.0,13.65,14.0,13.845,13.755,13.78,478333.0,13.755,13.755,,6579742.47,6579742.47,,5499346.83,3
TQTF,2023-03-10,SBHI ETF,SBHI,517.0,214273.74,6.002,6.002,6.1,6.068,6.066,6.076,35326.0,,6.082,,0.0,500982.01,,332492.67,3
TQTF,2023-03-10,SBMM ETF,SBMM,546.0,8958261.83,11.379,11.379,11.388,11.388,11.386,11.387,786726.0,11.387,11.387,,8958261.83,8958261.83,,17323570.26,3
TQTF,2023-03-10,SBMX ETF,SBMX,2661.0,31535046.16,12.625,12.41,12.65,12.496,12.466,12.497,2526460.0,12.482,12.482,,31535046.16,31535046.16,,38879837.23,3
TQTF,2023-03-10,SBRB ETF,SBRB,772.0,19577221.07,12.739,12.711,12.75,12.748,12.663,12.747,1535879.0,12.747,12.747,,19577221.07,19577221.07,,17110681.64,3
TQTF,2023-03-10,SBRI ETF,SBRI,313.0,649607.99,9.938,9.852,9.944,9.886,9.876,9.886,65777.0,9.876,9.876,,649607.99,649607.99,,448390.81,3
TQTF,2023-03-10,SCFT ETF,SCFT,80.0,8739.17,3.993,3.948,4.004,4.002,3.989,4.002,2191.0,,3.928,,0.0,500241.77,,18300.02,3
SMAL,2023-03-10,Селигдар,SELG,1.0,56.97,56.97,56.97,56.97,,48.52,56.97,1.0,,,,0.0,0.0,,0.0,3
TQBR,2023-03-10,Селигдар,SELG,3485.0,27109909.6,48.4,48.15,48.78,48.56,48.52,48.56,558720.0,48.52,48.52,,27109909.6,27109909.6,,0.0,3
TQBR,2023-03-10,ЭсЭфАй ао,SFIN,294.0,4823660.0,517.8,509.0,519.8,511.0,513.8,511.0,9390.0,513.8,513.8,,4823660.0,4823660.0,,0.0,3
TQBR,2023-03-10,iNVTQ-гдр,SFTL,1749.0,7015803.6,114.0,113.2,114.5,113.3,113.7,113.3,61696.0,113.7,113.7,,7015803.6,7015803.6,,0.0,3
SMAL,2023-03-10,Сегежа,SGZH,9.0,1161.83,5.185,4.914,5.596,,5.176,5.596,216.0,,,,0.0,0.0,,0.0,3
TQBR,2023-03-10,Сегежа,SGZH,7980.0,90539900.1,5.19,5.145,5.205,5.183,5.176,5.18,17492700.0,5.178,5.178,,76536300.1,76536300.1,,0.0,3
TQBR,2023-03-10,Газпрнефть,SIBN,12642.0,189581024.8,437.45,435.25,442.65,442.0,440.0,441.3,430845.0,439.9,439.9,,169573572.65,169573572.65,,0.0,3
TQBR,2023-03-10,Сахэнер ао,SLEN,160.0,1439975.5,3.485,3.455,3.54,3.52,3.505,3.54,411100.0,3.505,3.505,,1439975.5,1439975.5,,0.0,3
TQBR,2023-03-10,Самолет ао,SMLT,3907.0,86849356.0,2521.0,2507.5,2546.0,2536.5,2529.5,2535.5,34337.0,2529.0,2529.0,,80133743.5,80133743.5,,0.0,3
SMAL,2023-03-10,Сургнфгз,SNGS,12.0,4344.34,22.83,22.225,22.83,,22.335,22.83,193.0,,,,0.0,0.0,,0.0,3
TQBR,2023-03-10,Сургнфгз,SNGS,6341.0,261416063.5,22.345,22.22,22.4,22.35,22.335,22.3,11703400.0,22.34,22.34,,229567231.0,229567231.0,,0.0,3
SMAL,2023-03-10,Сургнфгз-п,SNGSP,15.0,2588.53,27.3,27.045,27.93,,27.67,27.915,94.0,,,,0.0,0.0,,0.0,3
TQBR,2023-03-10,Сургнфгз-п,SNGSP,4213.0,113537898.0,27.68,27.5,27.74,27.7,27.67,27.715,4103600.0,27.665,27.665,,102340013.0,102340013.0,,0.0,3
TQTF,2023-03-10,ETF SPBC,SPBC,4.0,4537.0,1136.0,1128.0,1137.0,1128.0,1134.0,1128.0,4.0,,1123.0,,0.0,1383768.0,,620236.87,3
TQBR,2023-03-10,СПБ Биржа,SPBE,8972.0,203326913.3,151.6,149.0,153.5,150.5,150.6,150.4,1350148.0,150.6,150.6,,184985864.8,184985864.8,,0.0,3
TQTF,2023-03-10,ETF SPBF,SPBF,5.0,5545.0,1112.0,1103.0,1112.0,1110.0,1109.0,1110.0,5.0,,1107.0,,0.0,506875.0,,281662.4,3
TQBR,2023-03-10,СтаврЭнСб,STSB,65.0,206940.0,0.975,0.968,1.0,0.986,0.985,0.985,210000.0,,0.984,,0.0,500954.0,,0.0,3
TQBR,2023-03-10,СтаврЭнСбп,STSBP,86.0,287884.5,1.0575,1.0395,1.0605,1.0515,1.0545,1.0515,273000.0,,1.056,,0.0,512187.0,,0.0,3
TQTF,2023-03-10,SUGB ETF,SUGB,3603.0,21933523.0,1097.0,1097.0,1098.0,1098.0,1098.0,1098.0,19976.0,1098.0,1098.0,,21933523.0,21933523.0,,9080080.6,3
TQBR,2023-03-10,СОЛЛЕРС,SVAV,261.0,2037875.0,228.5,225.5,228.5,227.5,227.0,227.5,8970.0,227.0,227.0,,2037875.0,2037875.0,,0.0,3
TQBR,2023-03-10,Светофор,SVET,1939.0,10864456.4,26.2,26.1,27.4,26.4,26.7,26.4,407229.0,26.7,26.7,,10864456.4,10864456.4,,0.0,3
TQBR,2023-03-10,ТамбЭнСб,TASB,44.0,134543.0,0.535,0.523,0.5365,0.5315,0.532,0.5315,253000.0,,0.532,,0.0,500029.5,,0.0,3
TQBR,2023-03-10,ТамбЭнСб-п,TASBP,15.0,77440.0,0.436,0.4235,0.436,0.429,0.43,0.4295,180000.0,,0.4285,,0.0,501545.0,,0.0,3
TQBR,2023-03-10,Татнфт 3ао,TATN,21107.0,580893453.6,333.9,331.3,335.2,335.0,333.3,333.3,1742767.0,333.3,333.3,,517732074.3,517732074.3,,0.0,3
TQBR,2023-03-10,Татнфт 3ап,TATNP,9009.0,97869155.6,335.2,332.6,335.9,333.0,333.8,333.9,293305.0,333.7,333.7,,88607945.0,88607945.0,,0.0,3
TQTF,2023-03-10,TBRU ETF,TBRU,22729.0,31969030.48,5.318,5.315,5.328,5.317,5.319,5.32,6009982.0,5.319,5.319,,26650984.08,26650984.08,,43389460.27,3
TQBR,2023-03-10,TCS-гдр,TCSG,10503.0,275080719.0,2528.0,2502.0,2530.0,2518.5,2514.5,2523.0,109391.0,2514.0,2514.0,,248173676.5,248173676.5,,0.0,3
SMAL,2023-03-10,ТГК-1,TGKA,22.0,17.53,0.008546,0.008546,0.00865,,0.008242,0.00865,2037.0,,,,0.0,0.0,,0.0,3
TQBR,2023-03-10,ТГК-1,TGKA,2358.0,34236168.8,0.008242,0.008162,0.008298,0.008232,0.008242,0.008232,4154100000.0,0.008242,0.008242,,34236168.8,34236168.8,,0.0,3
SMAL,2023-03-10,ТГК-2,TGKB,1.0,4.99,0.004985,0.004985,0.004985,,0.004605,0.004985,1000.0,,,,0.0,0.0,,0.0,3
TQBR,2023-03-10,ТГК-2,TGKB,455.0,6814495.0,0.004665,0.00456,0.00469,0.00459,0.004605,0.00459,1480000000.0,0.004605,0.004605,,6814495.0,6814495.0,,0.0,3
TQBR,2023-03-10,ТГК-2 ап,TGKBP,530.0,4891967.0,0.01177,0.0116,0.01183,0.01163,0.01166,0.01163,419400000.0,0.01166,0.01166,,4891967.0,4891967.0,,0.0,3
SMAL,2023-03-10,ТГК-14,TGKN,4.0,18.23,0.00359,0.00358,0.0037,,0.00373,0.00358,5075.0,,,,0.0,0.0,,0.0,3
TQBR,2023-03-10,ТГК-14,TGKN,1721.0,30823650.0,0.00358,0.00358,0.00388,0.00366,0.00373,0.00366,8257000000.0,0.00373,0.00373,,30823650.0,30823650.0,,0.0,3
TQTF,2023-03-10,TMOS ETF,TMOS,33842.0,101665544.03,4.376,4.348,4.376,4.358,4.364,4.35,23297737.0,4.364,4.364,,90234149.9,90234149.9,,103959922.9,3
TQBR,2023-03-10,ТНСэнрг ао,TNSE,21.0,151555.0,710.0,710.0,720.0,720.0,720.0,720.0,211.0,,715.0,,0.0,500050.0,,0.0,3
TQBR,2023-03-10,ТРК ао,TORS,20.0,98660.0,0.324,0.324,0.333,0.33,0.329,0.33,300000.0,,0.328,,0.0,538440.0,,0.0,3
TQBR,2023-03-10,ТРК ап,TORSP,40.0,241025.0,0.271,0.269,0.277,0.273,0.274,0.273,880000.0,,0.272,,0.0,532810.0,,0.0,3
SMAL,2023-03-10,ТМК ао,TRMK,1.0,104.88,104.88,104.88,104.88,,90.88,104.88,1.0,,,,0.0,0.0,,0.0,3
TQBR,2023-03-10,ТМК ао,TRMK,3988.0,53081695.4,91.6,90.06,91.6,90.64,90.88,90.64,584030.0,90.88,90.88,,53081695.4,53081695.4,,0.0,3
TQBR,2023-03-10,Транснф ап,TRNFP,473.0,74959300.0,92150.0,91700.0,92400.0,92250.0,92100.0,92100.0,814.0,92100.0,92100.0,,65110300.0,65110300.0,,0.0,3
TQTF,2023-03-10,TRUR ETF,TRUR,766396.0,536654307.85,6.1,6.09,6.12,6.11,6.1,6.11,87966302.0,6.1,6.1,,536654307.85,536654307.85,,475712048.44,3
SMAL,2023-03-10,Таттел. ао,TTLK,1.0,2.54,0.845,0.845,0.845,,0.674,0.845,3.0,,,,0.0,0.0,,0.0,3
TQBR,2023-03-10,Таттел. ао,TTLK,3072.0,32657377.0,0.6785,0.6645,0.6815,0.671,0.674,0.671,48468000.0,0.674,0.674,,32657377.0,32657377.0,,0.0,3
TQBR,2023-03-10,ТЗА ао,TUZA,69.0,406795.0,156.5,155.5,158.0,157.0,156.5,157.0,2600.0,,156.5,,0.0,507385.0,,0.0,3
TQBR,2023-03-10,ОКС ао,UCSS,21.0,44820.0,930.0,925.0,940.0,940.0,935.0,940.0,48.0,,930.0,,0.0,500350.0,,0.0,3
TQBR,2023-03-10,ЮжКузб. ао,UKUZ,458.0,2454796.0,1462.0,1444.0,1498.0,1468.0,1466.0,1468.0,1675.0,1466.0,1466.0,,2454796.0,2454796.0,,0.0,3
TQBR,2023-03-10,iАвиастКао,UNAC,1232.0,8524629.0,0.7095,0.696,0.7095,0.701,0.7025,0.701,12136000.0,0.7025,0.7025,,8524629.0,8524629.0,,0.0,3
TQBR,2023-03-10,ЮУНК ао,UNKL,1313.0,27568510.0,10010.0,9950.0,10450.0,10050.0,10190.0,10050.0,2705.0,10190.0,10190.0,,27568510.0,27568510.0,,0.0,3
SMAL,2023-03-10,Юнипро ао,UPRO,9.0,311.54,1.689,1.689,1.704,,1.679,1.698,183.0,,,,0.0,0.0,,0.0,3
TQBR,2023-03-10,Юнипро ао,UPRO,2716.0,71699709.0,1.679,1.67,1.687,1.68,1.679,1.68,42693000.0,1.68,1.68,,61028886.0,61028886.0,,0.0,3
TQBR,2023-03-10,УрКузница,URKZ,11.0,211150.0,19450.0,19100.0,19450.0,19150.0,19200.0,19150.0,11.0,,19250.0,,0.0,500300.0,,0.0,3
TQBR,2023-03-10,УралСиб ао,USBN,526.0,5315612.0,0.0851,0.0851,0.0907,0.0894,0.0891,0.0894,59650000.0,0.0891,0.0891,,5315612.0,5315612.0,,0.0,3
SMAL,2023-03-10,ЮТэйр ао,UTAR,1.0,238.39,7.69,7.69,7.69,,8.07,7.69,31.0,,,,0.0,0.0,,0.0,3
TQBR,2023-03-10,ЮТэйр ао,UTAR,40.0,192093.0,8.1,8.01,8.14,8.07,8.07,8.07,23800.0,,8.11,,0.0,502954.0,,0.0,3
TQPI,2023-03-10,ОВК ао,UWGN,2229.0,27400537.0,107.1,104.5,107.1,105.0,105.5,105.0,259751.0,105.5,105.5,,27400537.0,27400537.0,,0.0,3
TQBR,2023-03-10,VEON,VEON-RX,218.0,1816742.0,38.35,37.5,38.8,38.0,38.15,38.0,47610.0,38.15,38.15,,1816742.0,1816742.0,,0.0,3
TQBR,2023-03-10,ВолгЭнСб,VGSB,9.0,51425.0,4.27,4.25,4.375,4.305,4.285,4.305,12000.0,4.265,4.275,,674140.0,534640.0,,0.0,3
TQBR,2023-03-10,ВолгЭнСб-п,VGSBP,25.0,161905.0,2.7,2.625,2.7,2.68,2.655,2.68,61000.0,,2.675,,0.0,500545.0,,0.0,3
TQBR,2023-03-10,Варьеган,VJGZ,80.0,515427.0,1917.0,1895.0,1917.0,1896.0,1902.0,1905.0,271.0,1902.0,1902.0,,515427.0,515427.0,,0.0,3
TQBR,2023-03-10,Варьеган-п,VJGZP,277.0,974443.0,742.0,724.0,745.0,734.0,731.0,734.0,1333.0,731.0,731.0,,974443.0,974443.0,,0.0,3
TQBR,2023-03-10,VK-гдр,VKCO,5804.0,152256735.4,486.0,481.8,487.8,485.8,485.4,485.6,313732.0,485.4,485.4,,133416290.2,133416290.2,,0.0,3
TQBR,2023-03-10,ВХЗ-ао,VLHZ,1364.0,9929160.5,108.6,106.05,119.4,109.0,111.8,109.0,88810.0,111.8,111.8,,9929160.5,9929160.5,,0.0,3
TQBR,2023-03-10,ТНСэнВорон,VRSB,1809.0,21641630.0,292.2,281.8,302.2,290.2,292.2,290.2,74060.0,292.2,292.2,,21641630.0,21641630.0,,0.0,3
TQBR,2023-03-10,ТНСэнВор-п,VRSBP,179.0,1372456.0,81.6,79.0,82.4,81.2,80.6,81.4,17010.0,80.6,80.6,,1372456.0,1372456.0,,0.0,3
TQBR,2023-03-10,ВСМПО-АВСМ,VSMO,142.0,10167300.0,47560.0,47400.0,47740.0,47440.0,47520.0,47440.0,214.0,47520.0,47520.0,,10167300.0,10167300.0,,0.0,3
TQBR,2023-03-10,ВыбСудЗ ао,VSYD,27.0,277440.0,6635.0,6545.0,6665.0,6645.0,6605.0,6645.0,42.0,,6615.0,,0.0,502570.0,,0.0,3
TQBR,2023-03-10,ВыбСудЗ ап,VSYDP,20.0,193520.0,6520.0,6400.0,6560.0,6420.0,6460.0,6420.0,30.0,,6480.0,,0.0,511300.0,,0.0,3
SMAL,2023-03-10,ВТБ ао,VTBR,41.0,300.6,0.0165,0.016325,0.0169,,0.01654,0.016835,18196.0,,,,0.0,0.0,,0.0,3
TQBR,2023-03-10,ВТБ ао,VTBR,33636.0,547905610.8,0.016625,0.016405,0.01663,0.016585,0.01654,0.01649,33128700000.0,0.01655,0.01655,,439489697.2,439489697.2,,0.0,3
TQBR,2023-03-10,ЦМТ ао,WTCM,311.0,1047344.0,9.2,8.94,9.98,9.44,9.5,9.44,110200.0,9.5,9.5,,1047344.0,1047344.0,,0.0,3
TQBR,2023-03-10,ЦМТ ап,WTCMP,213.0,735918.0,8.14,7.98,8.2,8.16,8.12,8.16,90700.0,8.12,8.12,,735918.0,735918.0,,0.0,3
TQBR,2023-03-10,iВУШХолднг,WUSH,22420.0,188819030.28,190.0,190.0,203.0,197.5,199.35,197.5,947160.0,199.35,199.35,,188819030.28,188819030.28,,0.0,3
TQBR,2023-03-10,ЯТЭК ао,YAKG,912.0,7330929.5,120.5,119.7,122.2,120.0,120.6,120.0,60790.0,120.6,120.6,,7330929.5,7330929.5,,0.0,3
SMAL,2023-03-10,Якутскэнрг,YKEN,16.0,1309.75,0.2285,0.2285,0.2895,,0.298,0.2895,5317.0,,,,0.0,0.0,,0.0,3
TQBR,2023-03-10,Якутскэнрг,YKEN,53.0,872875.0,0.2985,0.296,0.301,0.2975,0.298,0.2975,2930000.0,0.298,0.298,,872875.0,872875.0,,0.0,3
TQBR,2023-03-10,Якутскэн-п,YKENP,21.0,104920.0,0.297,0.2965,0.3035,0.299,0.3,0.299,350000.0,,0.2975,,0.0,503055.0,,0.0,3
TQBR,2023-03-10,Yandex clA,YNDX,31216.0,925487244.2,1933.8,1911.0,1940.0,1920.8,1923.8,1917.0,481031.0,1924.4,1924.4,,845990578.2,845990578.2,,0.0,3
TQBR,2023-03-10,ТНСэнЯр,YRSB,3.0,8560.0,214.0,214.0,214.0,214.0,214.0,214.0,40.0,,216.0,,0.0,503800.0,,0.0,3
TQBR,2023-03-10,ТНСэнЯр-п,YRSBP,51.0,276250.0,95.5,93.0,96.0,94.0,94.5,94.0,2930.0,,94.0,,0.0,504805.0,,0.0,3
TQBR,2023-03-10,ЗИЛ ао,ZILL,91.0,633285.0,2745.0,2745.0,2800.0,2790.0,2780.0,2790.0,228.0,2780.0,2780.0,,633285.0,633285.0,,0.0,3
SMAL,2023-03-10,ЗВЕЗДА ао,ZVEZ,4.0,1866.61,5.3,5.3,5.305,,5.54,5.305,352.0,,,,0.0,0.0,,0.0,3
TQBR,2023-03-10,ЗВЕЗДА ао,ZVEZ,698.0,9143310.0,5.365,5.3,5.7,5.495,5.54,5.495,1650000.0,5.54,5.54,,9143310.0,9143310.0,,0.0,3
